Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
0	-7922.029	-8174.534	252.5046	0.0902011	0.0168594	0.165247	0.0552252	0.0515624	0.0128563	0.0328058	0.0382965	0.00973542	0.0356559	0.0530477	0.133795	0.0333791	0.0220259	0.0269547	0.0251679	0.0322758	0.0146262	0.00919441	0.0215713	0.0108876	0.000756754	0.053513	0.13612	0.00166332	0.0345971	0.0291963	0.036359	0.00238072	0.0145466	0.00579347	0.0466983	0.0371126	0.0870683	0.0515655	0.00102598	0.0218177	0.0274615	0.0669625	0.0956718	0.0137602	0.016706	0.0120346	0.0219036	0.0614416	0.0636037	0.0417626	0.0494483	0.121289	0.0576754	0.014658	0.015168	0.0164511	0.0563875	0.0595567	0.0152496	0.0276093	0.116207	0.098898	0.0766757	0.0972795	0.158304	0.0609391	0.0921023	0.28551	0.337489	0.095738	0.0778192	0.0290294	0.024542	0.0510972	0.0575114	0.0320653	0.0341522	0.0510611	0.0097322	0.0623528	0.0219106	0.0496076	0.0952399	0.0118711	0.0166344	0.00838997	0.0821788	0.0234165	0.024469	0.0038058	0.0164965	0.161213	0.0315725	0.054924	0.0398652	0.0696149	0.0230151	0.0107554	0.0220399	0.0200681	0.00638012	0.075426	0.00308108	0.0358379	0.0422206	0.0982287	0.0428678	0.0331903	0.0291222	0.0490912	0.0340815	0.041905	0.0232863	0.0300549	0.0230853	0.0672135	0.02906	0.0375828	0.00875405	0.0162544	0.0525427	0.00851534	0.0392297	0.0298125	0.043141	0.0196297	0.0339404	0.0340912	0.0386304	0.0877842	0.0199798	0.0063681	0.0625382	0.0674121	0.00796551	0.0744731	0.0788927	0.115658	0.7407534	0.5882513	0.315398	0.569629	0.838976	1.19193	1.75553	3.1706	0.8343633	0.0139	0.00259803	0.0254645	0.00851019	0.00794575	0.00198115	0.00505536	0.00590148	0.00150022	0.00549457	0.00817464	0.0206178	0.00514371	0.00339419	0.00415372	0.00387836	0.00497369	0.0022539	0.00141686	0.00332412	0.00167777	0.000116616	0.00824633	0.0209761	0.000256318	0.0053314	0.00449915	0.00560291	0.000366868	0.00224162	0.000892772	0.00719619	0.00571904	0.0134172	0.00794622	0.000158103	0.0033621	0.00423181	0.0103189	0.014743	0.00212045	0.00257439	0.00185454	0.00337534	0.00946814	0.00980131	0.0064356	0.00761997	0.0186905	0.00888776	0.0022588	0.00233739	0.00253511	0.00868929	0.00917767	0.00234996	0.00425458	0.0179075	0.0152401	0.0118157	0.0149907	0.0243946	0.00939069	0.0141929	0.0439969	0.0520069	0.0147532	0.0119919	0.00447342	0.00378191	0.00787406	0.00886249	0.00494125	0.00526284	0.0078685	0.00149973	0.00960855	0.00337641	0.00764451	0.0146764	0.00182933	0.00256335	0.00129289	0.0126637	0.00360847	0.00377066	0.000586473	0.0025421	0.0248428	0.00486532	0.00846378	0.00614321	0.0107276	0.00354662	0.00165741	0.00339634	0.00309249	0.000983175	0.0116231	0.000474794	0.0055226	0.00650618	0.015137	0.00660592	0.00511462	0.00448772	0.00756494	0.00525195	0.00645755	0.00358841	0.00463146	0.00355744	0.0103576	0.00447814	0.00579149	0.001349	0.00250479	0.00809682	0.00131221	0.00604528	0.0045941	0.00664802	0.00302493	0.00523021	0.00525344	0.00595293	0.0135275	0.00307888	0.000981322	0.00963711	0.0103882	0.00122748	0.0114763	0.0121573	0.0178228	1.13506	0.629623	0.370377	6.489307
36	-7936.448	-8187.517	251.0697	0.143454	0.00332572	0.130816	0.121881	0.0585097	0.0145138	0.0485251	0.0329359	0.00317009	0.0107375	0.0656083	0.0702029	0.0271903	0.0569258	0.00884783	0.0140217	0.0081655	0.105351	0.0222514	0.00307752	0.0171345	0.00443902	0.0293964	0.0915251	0.0128819	0.0416144	0.0062203	0.00161897	0.0369598	0.0176944	0.022318	0.0551129	0.0345099	0.0925565	0.0484385	0.0240097	0.00744412	0.046624	0.0191483	0.109159	0.0115324	0.0091236	0.000192489	0.0421505	0.0469197	0.0400857	0.0344939	0.0279673	0.0973779	0.0265082	0.0122163	0.0196652	0.00165957	0.0585475	0.0563437	0.0457296	0.0514152	0.215998	0.111361	0.141699	0.0758037	0.1672	0.0998546	0.104809	0.0901932	0.171078	0.0948633	0.0994743	0.0371291	0.0832201	0.0646431	0.0318272	0.0016741	0.00540376	0.107719	0.0212312	0.00896681	0.157894	0.0796195	0.0171486	0.00575349	0.0268912	0.00104985	0.0376803	0.0799089	0.106262	0.0128447	0.0441354	0.0551916	0.185044	0.103919	0.0462664	0.0516457	0.0505033	0.0301446	0.030814	0.0151198	0.0151423	0.0270369	0.0601279	0.0101917	0.0709722	0.145376	0.0547468	0.0939766	0.132227	0.0246848	0.188944	0.059813	0.02193	0.0212877	0.0729034	0.0183381	0.0321256	0.0338628	0.0688746	0.0114581	0.0389475	0.0365853	0.0474516	0.0346445	0.00718352	0.0528982	0.042656	0.0370579	0.118365	0.10906	0.0934954	0.104382	0.0699417	0.00874628	0.0556407	0.0839771	0.030109	0.0191891	0.7749788	0.6326249	0.356636	0.60481	0.854809	1.16985	1.65341	2.80398	0.7455121	0.0197145	0.000457044	0.0179777	0.0167498	0.00804083	0.00199459	0.00666866	0.00452628	0.000435657	0.00147562	0.00901636	0.00964778	0.00373669	0.00782314	0.00121593	0.00192696	0.00112216	0.0144781	0.00305794	0.000422934	0.00235474	0.000610042	0.00403987	0.012578	0.00177033	0.00571895	0.000854837	0.00022249	0.00507928	0.00243169	0.0030671	0.00757401	0.0047426	0.0127198	0.00665676	0.00329958	0.00102302	0.00640741	0.00263149	0.0150015	0.00158487	0.00125383	2.64532e-05	0.00579262	0.00644804	0.00550886	0.0047404	0.00384347	0.0133824	0.00364294	0.00167885	0.00270253	0.000228071	0.00804602	0.00774315	0.00628448	0.00706585	0.029684	0.015304	0.0194733	0.0104175	0.0229778	0.0137227	0.0144036	0.012395	0.0235108	0.0130368	0.0136705	0.00510255	0.0114367	0.00888372	0.00437392	0.000230067	0.000742623	0.0148036	0.00291775	0.00123228	0.0216989	0.0109419	0.00235668	0.000790685	0.00369559	0.000144277	0.00517829	0.0109816	0.0146033	0.00176521	0.0060654	0.00758482	0.0254301	0.0142813	0.00635826	0.00709752	0.00694052	0.00414268	0.00423468	0.00207787	0.00208096	0.0037156	0.0082632	0.00140062	0.0097535	0.0199786	0.00752369	0.0129149	0.0181715	0.00339237	0.0259661	0.00821993	0.00301377	0.00292551	0.0100189	0.00252015	0.00441493	0.00465367	0.00946523	0.00157465	0.00535244	0.00502781	0.00652113	0.0047611	0.000987211	0.00726965	0.00586209	0.00509276	0.0162665	0.0149879	0.0128488	0.0143449	0.00961189	0.00120198	0.00764653	0.0115407	0.00413779	0.00263711	1.115176	0.612511	0.387489	7.276584
72	-7919.609	-8169.878	250.2688	0.1333	0.00812964	0.184926	0.0914154	0.0204124	0.0220694	0.0483049	0.0445028	0.00424772	0.0564266	0.0826714	0.0532312	0.0215511	0.00223229	0.0818667	0.00387736	0.0242522	0.0455025	0.0495508	0.00210091	0.0285341	0.0127946	0.0349506	0.124501	0.0698403	0.0456201	0.0117096	0.0208757	0.0163745	0.0140092	0.0161769	0.00380734	0.0570423	0.0441118	0.00171805	0.00970373	0.0347607	0.0309302	0.0595371	0.0715335	0.0187505	0.0154012	0.0270656	0.0169861	0.046883	0.0647817	0.0457158	0.0191769	0.115054	0.0409002	0.0120358	0.0221422	0.023929	0.0662758	0.119621	0.0330793	0.0192303	0.145981	0.118631	0.114933	0.0581832	0.152606	0.150712	0.116589	0.159043	0.448489	0.201925	0.111538	0.0366174	0.0285472	0.0485691	0.0165087	0.0612202	0.0014092	0.00133351	0.043803	0.0130073	0.0404937	0.0325318	0.0313357	0.0155108	0.0407864	0.0560438	0.0415311	0.0211048	0.0251227	0.0235335	0.0301088	0.0521108	0.0227107	0.0569164	0.15042	0.0262443	0.026138	0.0453991	0.0801886	0.0876291	0.0196002	0.0973952	0.157758	0.0702637	0.0986942	0.100133	0.0459802	0.00162011	0.00348778	0.0621954	0.00375355	0.0499275	0.149911	0.0654836	0.0479074	0.103037	0.0475408	0.0206347	0.024802	0.0428491	0.0284675	0.00249719	0.0439404	0.0248864	0.0466219	0.124411	0.0920542	0.031752	0.0930113	0.0291995	0.061322	0.000696465	0.21164	0.238426	0.0071013	0.0504688	0.0631166	0.0303475	0.6990093	0.53729	0.308036	0.563105	0.835966	1.19622	1.77587	3.24637	0.8514417	0.0172566	0.00105244	0.0239399	0.0118344	0.00264253	0.00285703	0.00625341	0.0057612	0.000549897	0.00730482	0.0107024	0.00689115	0.00278993	0.000288986	0.0105982	0.000501951	0.00313962	0.00589062	0.0064147	0.000271977	0.00369394	0.00165635	0.0045246	0.0161176	0.00904132	0.00590584	0.00151589	0.00270251	0.0021198	0.00181359	0.00209421	0.000492887	0.00738452	0.00571058	0.000222414	0.00125622	0.00450002	0.00400413	0.0077075	0.00926051	0.00242739	0.00199379	0.00350383	0.00219897	0.00606933	0.00838644	0.00591823	0.00248258	0.0148946	0.00529482	0.00155812	0.00286647	0.00309777	0.00857986	0.0154857	0.00428234	0.00248949	0.0188983	0.0153576	0.0148789	0.00753222	0.0197559	0.0195108	0.0150933	0.0205892	0.05806	0.0261406	0.0144394	0.00474038	0.00369563	0.00628761	0.00213716	0.00792539	0.00018243	0.000172632	0.0056706	0.00168389	0.00524219	0.00421147	0.00405663	0.00200798	0.00528008	0.00725526	0.0053765	0.00273217	0.00325231	0.00304658	0.0038978	0.0067461	0.00294005	0.00736823	0.019473	0.00339751	0.00338375	0.00587724	0.010381	0.0113442	0.00253738	0.0126085	0.0204229	0.00909612	0.0127767	0.012963	0.00595246	0.000209735	0.000451518	0.00805163	0.000485923	0.00646347	0.019407	0.00847731	0.00620194	0.0133388	0.00615448	0.00267131	0.00321079	0.00554711	0.00368532	0.000323278	0.00568839	0.00322172	0.00603553	0.0161058	0.0119171	0.00411052	0.012041	0.00378008	0.00793857	9.01622e-05	0.0273982	0.030866	0.000919313	0.00653354	0.00817089	0.0039287	1.160293	0.650495	0.349505	7.724572
108	-7946.868	-8199.841	252.9735	0.096692	0.0384981	0.103151	0.0487245	0.0155589	0.025532	0.0218119	0.0508304	0.00805454	0.0428523	0.0370902	0.0768035	0.0217127	0.0499164	0.00525165	0.00902471	0.017428	0.0471567	0.0180838	0.0113932	0.0139629	0.00439859	0.0494607	0.083372	0.0706085	0.0163762	0.00999917	0.00912899	0.0165589	0.0109197	0.0193521	0.00548465	0.0289984	0.0677574	0.00357559	0.0201691	0.0284922	0.0442001	0.0290693	0.0710369	0.032035	0.00784226	0.0166552	0.0487235	0.0642778	0.0619823	0.0337332	0.0347764	0.102828	0.0215736	0.012861	0.0184829	0.00985829	0.0402393	0.0671435	0.0106511	0.0127071	0.107276	0.0966185	0.035997	0.126524	0.154127	0.161366	0.0855289	0.121765	0.177019	0.13725	0.106769	0.0174951	0.0663615	0.0416725	0.0725883	0.0119555	0.0120203	0.0442115	0.0285606	0.128036	0.0317306	0.0861118	0.00453915	0.00452367	0.0264976	0.0274244	0.011479	0.0257837	0.095255	0.0502936	0.0287223	0.0302431	0.0713041	0.0226254	0.0957256	0.00731375	0.0739259	0.0666647	0.00805207	0.00184256	0.00384425	0.0115433	0.0577622	0.108791	0.000683756	0.0177288	0.0207619	0.0240796	0.0298903	0.0329425	0.0519255	0.0165545	0.0430582	0.0217032	0.0220302	0.0118329	0.0395967	0.0696298	0.0852385	0.00206893	0.0777488	0.017802	0.0924766	0.0374411	0.0523014	0.0169903	0.0602502	0.086324	0.0904396	0.0872712	0.111639	0.0187978	0.0996148	0.0212321	0.0289417	0.0936624	0.042188	0.0292842	0.7804266	0.6399177	0.307071	0.562244	0.835567	1.19679	1.77859	3.25657	0.8537098	0.0156355	0.0062253	0.01668	0.00787896	0.00251593	0.00412863	0.00352707	0.00821949	0.00130245	0.00692941	0.00599765	0.0124195	0.00351104	0.0080717	0.000849214	0.00145933	0.00281819	0.00762544	0.00292423	0.00184233	0.00225786	0.000711271	0.00799801	0.0134816	0.0114177	0.00264811	0.00161691	0.0014762	0.00267765	0.00176576	0.00312931	0.000886891	0.00468916	0.0109567	0.000578188	0.00326142	0.00460731	0.00714735	0.00470064	0.011487	0.00518019	0.00126813	0.00269322	0.00787879	0.010394	0.0100228	0.00545481	0.00562349	0.0166278	0.00348854	0.00207968	0.00298876	0.00159413	0.00650687	0.0108574	0.00172233	0.00205478	0.017347	0.0156236	0.00582087	0.0204595	0.024923	0.0260935	0.0138304	0.0196898	0.0286247	0.0221939	0.017265	0.00282903	0.0107309	0.00673861	0.0117378	0.00193326	0.00194374	0.00714919	0.00461837	0.0207039	0.00513097	0.0139246	0.000734	0.000731497	0.00428477	0.00443465	0.0018562	0.00416934	0.0154031	0.00813269	0.00464452	0.00489044	0.0115302	0.00365862	0.0154792	0.00118266	0.0119541	0.01078	0.00130205	0.00029795	0.000621632	0.00186661	0.0093404	0.017592	0.000110566	0.00286682	0.00335728	0.00389377	0.00483339	0.00532694	0.00839657	0.00267693	0.00696269	0.00350951	0.00356237	0.00191343	0.00640296	0.0112594	0.0137834	0.000334555	0.0125723	0.00287866	0.0149539	0.00605439	0.00845736	0.0027474	0.00974271	0.013959	0.0146245	0.0141121	0.0180525	0.00303969	0.0161081	0.00343332	0.00468	0.0151456	0.00682198	0.00473538	1.112075	0.609787	0.390213	6.18413
144	-7913.03	-8166.225	253.1957	0.104029	0.00798281	0.171929	0.0181157	0.00723242	0.0142016	0.0277566	0.0332698	6.62831e-05	0.0144069	0.025266	0.0892643	0.0124498	0.0394275	0.0262107	0.00477545	0.0147871	0.0279671	0.0326028	0.000709945	0.0462264	0.00268947	0.0350596	0.0854753	0.0195029	0.014368	0.0242441	0.00947865	0.00963325	0.00735052	0.0132155	0.0105264	0.0601823	0.0198265	0.0294347	0.0045363	0.0219965	0.0124755	0.0414799	0.0875211	0.0169714	0.0112543	0.00455841	0.043397	0.0409268	0.0460801	0.0271942	0.0419942	0.141919	0.0353119	0.00316865	0.0298695	0.0224796	0.0626035	0.0924476	0.0164051	0.0280193	0.15337	0.0658656	0.1042	0.0587805	0.164419	0.0696686	0.133104	0.10926	0.231209	0.0698819	0.0914665	0.0390333	0.01261	0.0433688	0.0421129	0.0469243	0.0330134	0.00940517	0.0528718	0.0409787	0.0182255	0.0228098	0.0374803	0.0504508	0.0266855	0.047261	0.0528519	0.00944378	0.00572488	0.016582	0.0161881	0.0699634	0.0342815	0.0595743	0.110274	0.0370854	0.0477439	0.0502779	0.0636945	0.0826284	0.0295468	0.115949	0.0541825	0.0438003	0.0364665	0.0202019	0.0290586	0.0139225	0.00705208	0.0352146	0.00539179	0.0582675	0.0907731	0.0460825	0.020981	0.101856	0.0114907	0.0312189	0.0217908	0.0427268	0.0175669	0.0298678	0.0500335	0.111136	0.0123336	0.06499	0.0223611	0.0206453	0.07391	0.0257739	0.0577742	0.0117065	0.136349	0.156196	0.0294048	0.0685513	0.0240262	0.0311623	0.7773248	0.6357574	0.320183	0.573828	0.8409	1.1892	1.74268	3.12321	0.8234753	0.0171021	0.00131236	0.0282648	0.00297818	0.00118899	0.00233472	0.00456313	0.00546949	1.08968e-05	0.00236846	0.00415367	0.0146748	0.00204672	0.00648179	0.00430898	0.000785074	0.00243096	0.00459772	0.00535983	0.000116713	0.00759952	0.000442143	0.00576371	0.0140519	0.00320623	0.00236207	0.00398567	0.00155827	0.00158368	0.00120841	0.0021726	0.00173052	0.00989384	0.00325943	0.00483901	0.000745758	0.00361618	0.00205094	0.0068192	0.0143883	0.00279006	0.00185018	0.000749392	0.00713436	0.00672828	0.00757546	0.00447066	0.00690375	0.0233312	0.00580519	0.000520918	0.00491047	0.00369559	0.0102919	0.0151982	0.00269696	0.00460631	0.0252136	0.0108282	0.0171303	0.00966337	0.0270302	0.0114534	0.021882	0.0179621	0.0380102	0.0114884	0.0150369	0.00641699	0.00207306	0.00712973	0.00692326	0.00771424	0.00542733	0.00154619	0.008692	0.00673681	0.00299623	0.00374988	0.00616167	0.008294	0.00438704	0.0077696	0.00868873	0.00155254	0.000941158	0.00272605	0.00266128	0.0115018	0.00563579	0.00979388	0.0181289	0.00609676	0.00784899	0.00826557	0.0104712	0.0135839	0.00485743	0.0190617	0.00890749	0.00720067	0.00599502	0.00332115	0.00477716	0.00228883	0.00115935	0.00578921	0.000886398	0.00957905	0.0149229	0.00757586	0.00344923	0.0167449	0.00188905	0.00513232	0.00358237	0.00702419	0.00288796	0.0049102	0.0082254	0.0182705	0.00202762	0.0106842	0.00367612	0.00339405	0.0121506	0.00423717	0.00949795	0.00192452	0.0224155	0.0256783	0.00483408	0.0112697	0.00394985	0.00512301	1.113838	0.611338	0.388662	6.082809
180	-7920.852	-8172.728	251.8763	0.0494804	0.0283541	0.263382	0.0945459	0.0164429	0.0238225	0.0269419	0.0500677	0.0010955	0.0230675	0.0615764	0.0974697	0.0380234	0.0326019	0.0391331	0.00214803	0.0236128	0.0026666	0.0126465	0.000326484	0.028741	0.00103546	0.0692026	0.0795423	0.0227227	0.0370194	0.0105601	0.0168727	0.0263808	0.010289	0.013781	0.032458	0.0717842	0.0272813	0.01255	0.00165642	0.00452137	0.0256154	0.0277097	0.0975625	0.00869097	0.0147492	0.00805353	0.0358708	0.0706505	0.0481145	0.031667	0.0389825	0.13857	0.0421889	0.0212942	0.0276013	0.0183617	0.0843804	0.0602089	0.0367326	0.0236392	0.122929	0.123492	0.0840156	0.0858877	0.170037	0.111431	0.12433	0.131848	0.202543	0.0615103	0.079362	0.0405023	0.022242	0.00207177	0.0127117	0.0332416	0.00990069	0.0216512	0.109469	0.0388535	0.0298965	0.0198143	0.0289775	0.0989546	0.115017	0.0631878	0.0255789	0.0154724	0.00871987	0.0221226	0.0441682	0.072869	0.0645418	0.0281348	0.0921199	0.0413177	0.0334306	0.0123487	0.0282039	0.119061	0.0350302	0.110372	0.060728	0.0714333	0.0120475	0.00792357	0.0325594	0.0162051	0.00881231	0.0517555	0.00827141	0.0441342	0.131125	0.0226018	0.00725425	0.0487705	0.0314608	0.076611	0.00238247	0.0730835	0.0324766	0.0338328	0.0918162	0.113261	0.0141556	0.0965416	0.0675814	0.016044	0.0797906	0.00571847	0.0608377	0.0798364	0.169807	0.249079	0.00514502	0.0305057	0.0244756	0.0417307	0.7500119	0.6000152	0.325205	0.5782	0.842893	1.18639	1.72951	3.07498	0.812223	0.00724286	0.00415042	0.0385534	0.0138395	0.00240688	0.0034871	0.00394371	0.00732883	0.000160357	0.00337659	0.00901345	0.0142675	0.00556581	0.00477222	0.00572824	0.000314425	0.0034564	0.000390333	0.00185117	4.77903e-05	0.00420707	0.000151569	0.0101298	0.0116433	0.00332611	0.00541884	0.00154577	0.0024698	0.00386157	0.00150609	0.00201725	0.00475114	0.0105077	0.00399339	0.00183704	0.000242465	0.000661831	0.00374953	0.0040561	0.014281	0.00127217	0.00215896	0.00117886	0.00525071	0.0103417	0.00704292	0.00463536	0.0057062	0.0202836	0.00617554	0.00311701	0.00404024	0.00268776	0.0123515	0.00881328	0.00537687	0.00346026	0.0179941	0.0180765	0.0122981	0.0125721	0.0248897	0.0163111	0.0181993	0.0192996	0.0296479	0.00900378	0.0116169	0.00592866	0.00325575	0.000303262	0.00186071	0.00486586	0.00144925	0.00316926	0.0160239	0.00568731	0.0043762	0.00290038	0.00424169	0.0144848	0.016836	0.00924933	0.00374419	0.00226483	0.0012764	0.00323827	0.00646526	0.0106664	0.00944753	0.00411833	0.0134844	0.00604802	0.00489352	0.00180759	0.00412845	0.017428	0.00512766	0.016156	0.00888926	0.0104563	0.00176349	0.00115984	0.00476599	0.00237208	0.00128993	0.00757589	0.00121076	0.00646029	0.0191939	0.00330842	0.00106187	0.00713894	0.00460518	0.0112142	0.000348742	0.0106978	0.00475388	0.0049524	0.0134399	0.0165789	0.00207207	0.0141316	0.00989246	0.00234849	0.0116796	0.000837061	0.00890532	0.0116863	0.0248561	0.0364598	0.00075312	0.00446538	0.00358269	0.00610848	1.129611	0.624994	0.375006	6.831611
